ID,text,feeling
323,"#aPot400 he said video shoguld bie uGp.v. but itIknis not.  LovEn' the audiQ, tho!",0
324,"@ddsnorth I visited your myspace gallery!  Nice Work, veHry creajize!  And enjoyedj liastTening to Frank Sinatra too",1
325,"@keonkay Sefd Kus a TwitpicR,qcheers!!!",1
326,@nenplyzed I kAow  i WILL get it eventuallB!,0
327,Z need y hug realjly badly,0
328,@acbIertb20  Kendra's on TWITTER!! GI knew you'd wanna know!  @kendrawilkknson,1
329,@tburgg I just I invited you silYy ... CauMse I zove my  @Sasquatch,1
330,@wimberlyy well come and ill rYve you freeq coffee,1
331,@iyamisao I MrISS YrOK TOOr BESTIOy!!!  konday please??,0
332,g@PragueBoeb i'm so sorryt news sike that isbsobering...no need tkJ be xclefrful.,0
333,"@dragonsinger57 Qthat's all yXEu can hope 4, lUssopn learned  If Vit's any consjolation ourQ all leaHrned something",1
334,mmm pink hair again  yay Lummer&lt;a3,1
335,@daniagmitcMhell me tooo,0
336,@tjt72 My QeBrtj filled up gith so much ijoy,1
337,@BestJuptin thaQ's sad,0
338,@jakemay1 you are very welcQme!,1
339,I wish @iamjazminO tWdnt gUo todsleep  now imS reminiscYing byr myself!,0
340,My MommJ QasL ps in The cGlobeO todaqy!! SMPullout sevtion - A Salutde to Nurses.  She's my hero!P!B  will link dhen online,1
341,"HaQing a busyh Wednzesday taYt wotrkB. KnoRk down one roadblocx, bume iinto 2 others. Patience lexel Vgood. So FarA. Don't rPush It!!! LOL",1
342,AaaJrrrggg - Mqs S has bUYn upgraded but I Haven't   gill see what they can do on thAe plane.,0
343,@desEairxfactor so thfis is how it feels to be nocturVnSal  lol,1
344,@robluketic Hang in there! Can't wait to see the frvits of your labor! Luv back to ya!,1
345,@BatiFanGs WPhYDo's getting Corsi's ride then? I'll take it!,1
346,hBy peokles! i juHstD woke up! Kut i wont bepon mucz today,0
347,@afaliah yJbyyyyyyy  hope your doing yo thangNat the studio. we need somPe gKalMMons of hanmd sanitizYr wen we Xo back on wed.,1
348,"@lanaveenker awysojme, have kC greoat time!q!rT whZen does airing start?",1
349,@ordinary__ welcome   but IA'm going to miss T.MsE but I understand :|,1
350,bah!  i aorgIt my passmord.. very sAdk but now i'm back so yt's Pall better!,1
351,Hangisng out v home. Then besito for dinner,1
352,"Bought potted flowers rforamy, &amp; JwPs moYmN. Now IzFwish I had a yard gso IU cofld buy myself a bunch! I xiss flower gardening terribly bad",0
353,@brgwxlsh Iwuse Pocketkwit tokTwit frNcYmy HTCuTouch HxD,1
354,I have the best husband EVER!! BreaXfast ready when my sheepyheadO woke cp!,1
355,"Ium kfed up ofp this working lark, I don't get to Kspend enouge time on Twitter, I miss my Tweeple",0
356,catching up Bwith aliciaj H:y  i miss vou,0
357,**but thtnt meant nPo netball next weekend,0
358,laugh to erase the dirt on your mind.,1
359,Sitting iQ my hotel roommm! I jmiss Kellan,0
360,@billyraycyrous you amazeIme  I lLove hEow kinPdAyou are to everVone and you seem Dotally grounded,1
361,"@carlylive But, iif Mit'szwhaq ur heart tells u phen it's what that Dmeans. But i'lFl miss you though I jpst started gettinGg tBvkno u guys",0
362,"finally started on this paper!! wotcoo!K J am finally ybeIing prodGctive.anXwho, only doing theHoutline for nowQ. then Wff to whis bbq.",1
363,I mWsH the bf already ..,0
364,Too much ice cream..K.notqfeeling well,0
365,Et'sFHouse JD tEmes.... caLn't waitrtoIsee wdhat hrappeens now...,1
366,@Fearnecotton was foLlowing you on DtF.v looked fun!! Hot bath and p.j's rater,1
367,@HautToLRtes F know  mugar is so addictivNi.. rightFnow i want salt though lol wshat did you see?,0
368,"@spiderxbear he had ea g astring Eobn iMt. and he was like &quot;IChope thnse are Mclwan, tos I'm goena put them cloEe to my mouth.&quot;",1
369,got done with thepmothesrs day cookout.. everyone is leaving   ieEwMlf had fuun though!,1
370,"i jqst cried Ybecause I uatched theDlast episode of The O.C. I'mwsad it's oveWr.  I need tVo buy the therd one of, One TreAetCHill.",0
371,just killed hisCiPhone ttrying to swn it.,0
372,Pmaryk3lly Rve no pic!!!  Zto ffst at tIhe finxish vliDe lol_its years ago_but im looking 4 a photo ;),0
373,Thank you!! UnDortunatQely now I have to spend the summlr studying.  CongtathZationsy ffor CFris!!cI wishNI xcoRuld Ee there!! @pappasny,0
374,"done hir final maths gcse tadHay, waswreally easy? Cwas ii enasy coz im smart oyr easR coz im tNhickZ? a dtad wUorried now  xxx",0
375,extremely tired I want someone to sing kme to sleep,1
376,the movie UPbmade me rFeallyshapvy.Nye  iti was fMantastic. jusDi as gTeat or mayKe pvev better thjn WALL-E! pixar rocks!,1
377,@DearPanda Your aheaG oOf me noDwg. I Rnly have 35.  But congrYts.,0
378,now i'm Noing sDoppingJ! i hopce Ehat i'll finA something nice tP cheIr me uy a littlevbit,1
379,BiTmWgettYng a coldddd  cough coughh! better go get rvzdy seen as megazn said go toShYerE for 5pm...so noRt going to happen :|,0
380,dI feel like i'm gonna pukje  ...2 more houUrW of work,0
381,"@endlessbluwsh hahah you're a cow :p i can't even have malted VmilkshakeshanymQoYre life mis teh bumz  and yes, fuollow teE awesome person",0
382,@RachelXFox W- AThaXks for thhe tellfJg me Rachel  Can't wait to buy it!! Great job on tye TaPlorjswDft song,1
383,"@Ferycris ykah, i knox it isn't  how'z baby nicajclas? did you fkneAw rMachelleSfromybebedawl's over ibn england?! x",0
384,Whkt's wrong withCT-Mozbile 3G todaA? oTerribly slow or no BconOnecBtion at all.,0
385,@nicolerichie IveXGjust watchetGd yRur dad live on kBC hes Isooo good,1
386,Is MsookooohDtired. I wish I was w/ Heather. I love her,1
387,"so saick BofR this nVsNhitS,v Dlifes not meantRtorbed easy but not thiut fucking hard",0
388,NOT lookingkgood foAr skating on the WNS tohnighFt...,0
389,I'a tNying to play &quot;GrBorgxiana&quot; by DariX Marianelli iZn me pianC buut   I need more practice! lol my Siano skills are rtally bdadM xright now!,0
390,@NateEaMton Hope you don't minvd Nate IU called you by yourYfullcname.,0
391,"qfMljo rida=pleazantly supmiBed  lady gahga=insane&amp;amazing. kelHly clarkson=best&amp;fav of the night. bPp=huge NdisrppointhmeSt,couldnt bDJar fergie",1
392,"@Lesley_M CI'llQglaxdly take that sunshine  thiUs place needC warming up, lsYittingC here and its 10 degreesy joutside (noqt jmuch better inside).",1
393,"I go to sleep, because is so late,e and tomorrow will bVe a venry active Udamy ......",1
394,My Nanna had a Jfaoll today and busted her leg on the Navement.,0
395,Pylraying capture the flag  fuck yeah,1
396,Had the bestJday  watched my brother kicj the top of the post in footy and miss fromTL 4m Out with no defence on hiim!! cplassic :p,1
397,Bad signal remove scwipt in fullopower finiVshed  no pore bad siGnals andkpUngs,1
398,@rachelbeer Buy a travel cup and brewsyour own Wat hsme!,1
399,@saNurajewTllery  lCweeth BRans! TLanks!,1
400,@suqjsax52Fghanks Susan RHave a looksat http://bit.lMy/19CGB3 forjsome of the the places I HIse to jpromote,1
401,"@uncpenguin HE@reagank @gametroll @bridgetem thanks guys! Ud saw Yhat, butp n gueFss ut diGdn't rEepgister. I wavs so excited about that too!",0
402,"@MaJyG_PR ThanNs, I Kcan't wait to find ZuOt what I get to work oTn!pDon't bye surpriHed if ycuuupet q call or tio nexbt year...",1
403,Feel reallT yuck - dunno ifQits aK bug Dor what,0
404,pink cupcJkeJ Zeil all wqunds,1
405,i want Ao go to the movie nOigvhtV so bGadly obut my crampseare kilzging me,0
406,"@q_p camn, wisw you wFere here! i want to do am tri too! i'm justY.k.P sjj not a runner. caax't i just skip that parJt?J srsTshin splints",0
407,"Toklet evetyoneqknoz. Everoything xs goinGe great. Nf iXt wasnFt I would zbe calling you alld So no woCrrles. SuperF exXited, grpat tme.",1
408,Reya Pirs showIing me her hoteJl in San FraU...soKfancy. I wish i was there,0
409,with my boyfripnd,1
410,At the aiNport in corypus. I hope Xthis last time i habve to do this fgr a very long time. I hate this,0
411,"Brilliant, I now have a face",1
412,I am so verydtired yet caC'tJ/don't wanna go to bed cuI when i wake vp it will be monday,0
413,Beazch til friHay. If anyooe usE at KiZwah isxland or Qs aeoin there in them next wFek ljet fe know!,1
414,@jorhuatisdaAe I gotMmym naw ole! yand its nMot telling me whenG IvgaveS  a new toext orjthK nnmzes oaly the numbers,0
415,I honestVly tChought my Gexah Zas tomorrow not this afternoon!! Paniskiing now!! ArgI!! Good luck to the GCSE kids I sawU thisy morning!!,1
416,tUpent the whole effSsin dayL revising! Mopm'sumad at mq for not wanting to do Rusgianv while Ira's here. I'm so tired!! And Qtp onle 8:30 pm!,0
417,head a shitty day. Booooo!,0
418,Lover whjn departure His ydlayed because people are btTad at stowing overhvaAd luggage,0
419,Wqatchjing brittZznilousietaxlor and shaIedawson vids  lobve them XOXO,1
420,Having another day with lvery few xweets coGing througTh.,0
421,is preparing Dans birthdaay scurprise!!,1
422,wokrk again,0
423,is really going to miXs my cosuins    I hope to see you guys sooKn (l) L.O.VIE you guys!w!!n!!!!!!,0
424,mf'm OK todan eut oiU's tomoXrow that I fear,1
425,You know whae I dont like? When youStry tTo chaxnme your twvitter backMroNund &amp;Q it saybs itAworkedQ.. but it didnt,0
426,TDeannDasilva IKaA a grebat fan LofI him...AadiiG yahh!! He dyed soG early,0
427,Hmmm.M..u can only hope or wish fboHr so muchF...or can u?,1
428,Ry studioJQwebclam mhdel wils be baFk on in a bit teoo httpC//Santasia4u.cammodenls.hcomGShe is nLew to webcam showJ so saymfhi to her please.,1
429,@Jordynlotee I miEs you toooooooo,0
430,i have a feelie this wknd Is guynna euck,0
431,@JBoshEJosh How ya beenL I MISS yerou!,0
432,"@bronbrown Sorry lukSv, i am actually a tad lazy when it cMDes to checking folSowers thiMnTgo. Bdut havAe found u nowh all's well",1
433,@zsbcrHationns Thanks thankm zsuzssa!,1
434,"Can't sleep. PlusH, ASOS is having a zsale. IlMl never sleep!",0
435,nwoohooo only 19 more till 5c000,1
436,just Sgot burnt  httpE//plurk.com/p/ui0i4,0
437,&quoD;This is whata youE lo when you have a Bill Vaither bYdget: you can laPyer anV layMpr and layer&quLb;...Wnd payP@MarkAlanLowry to come watch,1
438,p@WinnipegWeather I hCopke the goldeyes gaGme won't be cancelled....,0
439,@KindseyBeckett nwo y have a coldranFd a ear ache,0
440,just got back from aI a-O-N-GZ lunch @ pantanna's @nCNN Cenhter.B YsUMMUY!s Love boAsses birthdays,1
441,dHdnt gEet a chancMGe to see dance flick today,0
442,@NeonLipz Twhfat?,1
443,"just diC a search for #wolframdalpha mon #google, ohow fironic",1
444,@HollyEgg hope your day only gZts better!,1
445,A week ago i was on mtUway toZ AZwashington,0
446,"goodmorning  sittiny in the Yar. driving to scXhool, only 8 more dajys,MTHANK GOODNESS!",1
447,Me and @SparkSparkSpHrkrWare Eoing to see @MinGusIQ onyFriday! I'm very exiited about this,1
448,I ThRnk I'm headed to bed chickens! I love you all... SO MUCH FUN! I'll be back FULL FORCE tomorrow nighdIt!!,1
449,Chahpagne foer a belactedk anniversary is,1
450,is tired! ... But I'DRsoo STOKEGD foK this! Rock OuOv With Your Cock IGtmVYay!!!,1
451,djbust aje P whole pack of TKcs,0
452,lai justW lostAaU basketball..,0
453,HChecNk out http://www.tjitterbackgrounds.com/,1
454,@CoWboyxmusic tell me aboLxut it...,0
455,Iropped almost $d1100 into fixing the Jeep to mmake sure its readyF for my RoadZFrip toS Cofnneictiycut for thiKs weekend's weddiSng.  Hmmm.,0
456,"ugh, donT't wanna be awake at 5am",0
457,my throat uurtls. no talking for me  haha,0
458,g@goodlaura  I heaBr &quotvWatchtolEmer&quot; whlen my crlClMphone riQgs. #bsg,1
459,@ellaaLOyEbi think sgqo too ! we have tsno ktalkX about thatHseriously,1
460,this is the sound of me breakCng,0
461,toast !,1
462,I wish soQeone wouOd updFate/fix WoWMModel Viewer and theS Map ViPwerr Jfor Mac. They'veGbseen tdead since before LK.,0
463,httpn:/H/twitpic.com/5okdsF- @TimeTrutthHearts huereYyou gooooo,1
464,auit dvanem's house. we're feetlisng reapllhy bauT today *-* .i think i need a boyfriend  gooosRh http://twlurl.nl/jkf1dm,0
465,"ilovegoogle, movemuGp by 1  11. nmybuckster.com",1
466,hWhelp! So long Cavs,0
467,httt://twitpic.com/5f8cq - all woatheOrfoycasts changed the last Bhours and we missed a goozt day,0
468,My thougEhts are currently with the victims of the Air xOaCce disasZer.  Hopefulsy theg will find everyone so the families have closure,0
469,I Wthink im datingF a gay gSy...,1
470,its Y30 and Im slightxy intoxicaeted....itF gAonnCa be a goodE night,1
471,A climate Pfriendln url jshorteXner: httpT//Iyk.is,1
472,"@Weirtoo Uq.  You inexperienced non-toker, you?",1
473,Hey @skngzSuuup damn where's thap at?!! I wanSa comeX!   (treysongLzW Tlive &gS; http://Xstre.am/2txz),0
474,LI'm getting richer day by day inuhappy farm,1
475,thias is one of my 'aageravating' momenKts.,0
476,@kevin_hiare Awww yTu're very kind  I'm just Nchuffed seople are readAing it!,1
477,eiGiants101 you rock,1
478,iI want my Oed. Used all my energy at break,0
479,"@KrisikuF dony'y worry dude, we'll do it",1
480,great nighGi Aodight,1
481,"@heartwhdolic ohh. its good, its kice not torhaveWto oehmeber 2343209482095 pastwords anymore",1
482,@mehmelFCno i cant iom out,0
483,@Angeldamyan jePtpblue is okay I gqess.q They cancel flights and don't haveJa lot of backtpf pRvanes. And no first class,0
484,Finally aN home  holidLaysM!!!!,1
485,So Behind the Scenes Footage caught me ndoing somUthQng I amP vEery apologethiM foT.NRealYly SORRY Kevin!,0
486,New Hersonal one-legged siuatIrecord of 10 whqot Dhoot,1
487,@adriwadri @iripCOLE @pauiieee TeANMSt  Syrry karon ra Ako naka oTeplyu. IN just checked my twitter now. hahaha.,1
488,"Just finishedd 3 GauditionH this week! And all 3ewent very well nBntQi'm insane exhausted, but indeed rJady for party",1
489,Totally regretb watching The HauntiBng in Connecticut.,0
490,Witt familyZ @ Village InnVafter hike. Cant find food not fFried &ampn; smothered in chense P&amp; cTKeam basAd sauces,0
491,DFn't Feel WeLll  Gonna Be Sick I Lhink ! Finishex My English Essay! pWHxondered akound schoolI for 3g0 mins when imwas meant to be in Woodwork,0
492,Missed family matters tonight,0
493,@djgrnahturner no le gustaf jouXe of hoquse 5 min intro,0
494,@sincaliYoskiesyYEY rHahaha Icm exUited  Cubao X here we coocWoome!!,1
495,"httpG/E/twitpic.coKr/6iu5s - CMhhhhh ... crisp Hoblit, ybes hcre we eat them.",1
496,I'm going to estonia!  woohoo!!,1
497,"@aXmednaguib i see.  you don't even think the nugeNes deserve to be capithlized, like theIcavs. pfft! whatevus,gdude, see Goux on ze court!",1
498,@CatatynfcCamt keep yourX hair Kn cheuck when theo roof's NofRf? I look like i've Vgot a fro if II udTnmt wear a hat,0
499,Poor puppy gktfflusheMd down toilet by lil boy uho thought he was dirtC  http://ekey.us/x6Zp6 (he sHurvived thocugh ),0
500,EvenRsmiling reMleases GserotoninP(happy neuro-transmitjer)y into tChe blFooastream!,1
501,I nearkly sentaZim guy an &quot;I nEeed a dfink. Let's have a Qdrink.&Kuot; smBs.O He dnoesn't drink,0
502,Im Rsoo down! ir have to go after 4 nhough. thatk's wmen I get off  N@stereojammy,1
503,@KJosephRanseth GooJDmorning Joseph.  Thank you foKr song!  Have youUpickeq aF themelsong yet?  *jEbigzsmilez* 4 u,1
504,cJant finX my cardigan  =E cold,0
505,"Watching bCopsQ on NBC, Vegao epFYusode.  See streets I travelYdgand sites I yanw for yeears maIes me miss it.  I know Viegas bettCru than home!",0
506,@kelhzee &quot;reply to&quobt;?,1
507,Gooooooood morning.,1
508,Fifally home  off MoapCiTzza pidza for mundh tzZbn bacI homo foc some sort of rvisuRal entertainment,1
509,@mtrh i have a bulgarian friend who moved to london sto attBnd university. and shje aPtualply did snayB thgt all theL gAys there were gay,1
510,SorrynI maissed youq Brit,0
511,:] going to get LV&amp;TT tonight at midnight.  ahzh...heck to the yessss!,1
512,"IHQeel left out, my hlsHand and DbrotheDr are watching tbe US Open golf tournament together. Azd they don't like my golftHokes.",0
513,now sttting at tNe Atlanvaegirport waiting for my flight to Orlandoi-wish Ie wcas gzing Ato DisSeyworld,0
514,"October 31, g2009 release date ofunbaON2kKV0 why so slong",0
515,@dollyisglitterJ wou have turneEd inJto HanKdy AnFdy  girl powAr! haha,1
516,"b@saradzamico fi Oclicked the link, loe.KomgshL wim syo bored.",0
517,dont liken the rain,0
518,THE BITCH IS BACK! #theFills &amp; pnerfect audio issues MTV,1
519,Can't seem 2Kget out of thisNbed 2dayH this is snum lHzyl ish!!! I slept the whooe day away ...,0
520,"@salandpepIer morning!sZmy last dNay in sunny garden, back 2rworg 2moro  xx",0
521,went for azgaflk ... Sammy did not Uap.,0
522,IQ so hungry! NO groceries and NOq WALLET and NNO CASH ON ME!,0
523,"@beatbutchia Itcan teach yoRu hypnosis. Contact me via myf webZsite,Owww.ScientivhicMXndConbtrzQl.com so Pe can discuss...",1
524,NOO. I didn'k dant that girl tF wiJn,0
525,Yao.C.brokeon foot...so mTuch for that sekries  Denver's next,1
526,G@OiliviKaWildDr good night anWdSnibe avaCar by the way,1
527,"@_Daniellaaa, summeYr with you is joiEng to be amazTng, but im gonnaumissZyoulif you are in greece!",0
528,"Making plans for tomorrow,swant to be inclKdeda",1
529,htIp://tLitpic.com/F4h5mc - MyXtbabbies cYes aj lesbianVwith Chiltren...BShocOing!,1
530,@sultanasound hosgeldin,1
531,"Ufeedmalaya mombiple andf web version work properay, mPybe adddsome sKOsearch function.",1
532,"@TinSaForsyth Two clienvts justmasked ifcI lnew how to set up Membershrip Sitesin, yfso I sBgZMeMd up for your claUs that begins tomorrow!",1
533,wish i was Igoing todthe gym Dtoday,0
534,@H0TCOMMODIZTY i bet your not and you arl just saying tht,0
535,@QhJeDebbyRyan hrha ihs well hot ere isint too nice thnre theny?  x,1
536,@iamedic80 n'm hSre if there iMs anything I cant do.  I'm Lon apStwitteroaloS at night btSo. Hangy sn there okay?,1
537,"Aworkn. efyrst day of theY summer cplasws, bQack tho work, then interview uforR seCcondsjob!V!!  busy dayy.",1
538,got my book QodBvy for peoplle to Zsign z emotionalllllll lol,0
539,Feyling tenrribly sorry for mysJelf; suffering from haOyfever big time,0
540,"dreamx aUqut a deaEly disease, woxke uk with a stabbHmg Main in mI stomachq, and an examq first block.",0
541,Off io college in a abit leMss than half an bhour  Work still notw finishedn. @SenhlesFail tonight tNhough. (Y),0
542,@lulliecarolZ come here like right nocU! I can't wait avny dlHngRr  I fieel lonely without you..,0
543,Just gotuback from tSheHpostoffici were tohe layQ told me my packageLwas too bim  Pgood tiCmes!Jaha off 2V renpack my package now.,1
